This file was created using the 201906 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 prior return portfolios in Global.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  Prior return is from -12 to - 2.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
201808  ,-0.32  ,-0.34   ,1.87  ,-1.26   ,0.99   ,3.52
201809  ,-0.85  ,-0.77  ,-0.50   ,0.35   ,0.44   ,1.21
201810  ,-9.75  ,-8.67 ,-11.75  ,-6.73  ,-7.00  ,-9.69
201811   ,0.77   ,0.22  ,-0.27   ,1.06   ,2.74  ,-0.96
201812  ,-9.73  ,-7.46  ,-8.16  ,-8.26  ,-7.34  ,-6.84
201901  ,10.50   ,6.35   ,7.29  ,11.08   ,6.81   ,6.63
201902   ,3.33   ,3.01   ,3.55   ,2.74   ,3.03   ,3.37
201903  ,-2.29  ,-1.12   ,0.33  ,-1.11   ,1.66   ,2.08
201904   ,3.70   ,2.45   ,1.76   ,5.68   ,4.03   ,2.07
201905  ,-8.36  ,-5.07  ,-2.65 ,-10.37  ,-5.76  ,-2.81
201906   ,5.10   ,4.25   ,4.32   ,7.54   ,6.28   ,6.15



  Average Equal Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
199011  ,-0.02  ,-2.17  ,-1.45  ,-3.94  ,-4.08  ,-4.44
199012  ,-2.09   ,0.04   ,0.10   ,2.56   ,1.24  ,-1.32
199101   ,4.79   ,0.37   ,1.30   ,3.32   ,1.46   ,1.57
199102  ,15.89   ,9.61   ,9.11  ,15.47  ,10.68   ,7.92
199103   ,3.34   ,0.82   ,4.30  ,-2.12  ,-2.25  ,-0.54
199104   ,1.08   ,1.71   ,2.13   ,0.54   ,1.05   ,0.57
199105  ,-0.69   ,0.19   ,1.77   ,1.11   ,1.04   ,1.07
199106  ,-4.41  ,-3.17  ,-3.34  ,-6.02  ,-5.51  ,-4.38
199107   ,1.53   ,2.45   ,4.41   ,1.96   ,2.82   ,4.87
199108  ,-0.76  ,-0.11   ,2.40  ,-2.33  ,-2.15  ,-0.57
199109   ,2.96   ,3.74   ,5.69   ,3.08   ,4.70   ,4.73
199110   ,0.73   ,1.43   ,3.74   ,0.45   ,1.19   ,1.93
199111  ,-2.13  ,-1.91  ,-1.36  ,-5.77  ,-4.95  ,-5.21
199112   ,0.29   ,2.84   ,4.41   ,4.33   ,6.04   ,7.75
199201   ,5.47   ,3.65   ,6.82  ,-0.34  ,-0.57   ,0.56
199202   ,2.63   ,1.88   ,2.99  ,-1.27  ,-0.90  ,-0.44
199203  ,-3.89  ,-2.09  ,-2.64  ,-5.45  ,-4.90  ,-4.86
199204  ,-1.18  ,-1.36  ,-0.89  ,-0.33  ,-0.77  ,-0.75
199205   ,5.13   ,5.23   ,3.60   ,4.68   ,5.26   ,5.03
199206  ,-3.74  ,-1.43  ,-1.58  ,-5.03  ,-2.83  ,-2.63
199207  ,-2.79  ,-1.24   ,0.55  ,-3.76  ,-1.06  ,-1.64
199208  ,-1.07   ,0.12  ,-1.37   ,2.27   ,2.44   ,2.00
199209  ,-3.37  ,-1.44  ,-0.87  ,-4.35  ,-1.16   ,0.15
199210  ,-4.23  ,-4.62  ,-1.94  ,-2.34  ,-3.41  ,-2.12
199211   ,1.18   ,0.34   ,3.57   ,1.21   ,1.60   ,1.79
199212   ,3.14   ,2.76   ,6.20   ,0.43   ,1.06   ,1.93
199301   ,5.01   ,3.66   ,7.33   ,1.35   ,0.89   ,1.66
199302   ,2.69   ,3.11   ,3.14   ,1.82   ,2.42   ,1.62
199303   ,7.40   ,6.70   ,7.98   ,7.94   ,6.73   ,8.09
199304   ,6.18   ,6.03   ,6.02   ,6.50   ,5.19   ,4.31
199305   ,6.57   ,6.31   ,5.85   ,3.72   ,3.49   ,4.49
199306  ,-2.03  ,-1.93   ,1.43  ,-4.11  ,-2.28  ,-1.27
199307   ,2.08   ,1.82   ,3.24   ,1.85   ,2.39   ,3.00
199308   ,5.56   ,5.69   ,5.03   ,4.62   ,4.76   ,6.10
199309   ,0.72   ,0.61  ,-0.16  ,-2.34  ,-1.18  ,-0.21
199310   ,2.51   ,1.69   ,3.88   ,0.72   ,0.25  ,-0.03
199311  ,-1.38  ,-3.15  ,-3.87  ,-4.70  ,-6.16  ,-7.35
199312   ,3.60   ,4.69   ,6.05   ,4.90   ,5.11   ,5.79
199401  ,10.20   ,9.94  ,11.72   ,9.27   ,7.16   ,8.25
199402   ,1.49   ,1.62   ,1.35  ,-0.29  ,-0.47  ,-0.37
199403  ,-1.66  ,-1.51  ,-3.51  ,-1.17  ,-2.56  ,-3.43
199404   ,1.25   ,2.56   ,1.75   ,2.62   ,2.93   ,2.44
199405  ,-0.43  ,-0.06  ,-1.16   ,0.02  ,-0.83  ,-1.47
199406  ,-0.96   ,0.25  ,-1.81   ,0.57   ,0.46  ,-0.14
199407   ,0.59   ,1.01   ,1.82   ,1.97   ,1.81   ,1.52
199408   ,1.77   ,1.91   ,1.77   ,2.19   ,2.15   ,2.48
199409   ,0.29   ,0.00   ,0.86  ,-3.11  ,-2.47  ,-1.56
199410  ,-0.64   ,0.64   ,1.09   ,1.10   ,1.52   ,1.99
199411  ,-5.95  ,-4.96  ,-4.71  ,-4.64  ,-5.34  ,-5.79
199412  ,-1.96   ,0.60   ,1.43   ,0.95   ,1.52   ,1.85
199501   ,0.13  ,-0.60  ,-0.94  ,-1.85  ,-1.19  ,-3.52
199502   ,0.99   ,1.05   ,1.73   ,0.68   ,0.90   ,1.16
199503   ,0.81   ,2.98   ,3.43   ,4.13   ,3.50   ,3.21
199504   ,2.26   ,1.81   ,2.31   ,2.49   ,2.55   ,3.19
199505   ,0.57   ,0.40   ,0.46  ,-0.15  ,-0.13  ,-0.52
199506   ,1.17   ,1.47   ,4.07  ,-0.21  ,-0.06   ,2.60
199507   ,4.52   ,3.89   ,5.25   ,5.85   ,4.67   ,5.33
199508   ,2.25   ,0.70   ,1.88  ,-0.62  ,-1.04  ,-1.54
199509   ,0.35   ,1.97   ,3.37  ,-0.66   ,1.12   ,2.77
199510  ,-4.03  ,-1.19  ,-2.60  ,-3.84  ,-1.65  ,-1.00
199511  ,-0.51   ,0.85   ,2.20   ,2.29   ,2.53   ,2.61
199512   ,2.00   ,2.46   ,2.71   ,3.13   ,2.85   ,1.36
199601   ,4.03   ,2.12   ,3.12   ,2.03   ,1.56   ,0.81
199602   ,3.71   ,2.84   ,4.72   ,1.63   ,1.26   ,2.58
199603   ,2.43   ,2.54   ,3.20   ,1.53   ,1.65   ,2.46
199604   ,5.00   ,4.24   ,7.18   ,4.70   ,3.21   ,5.05
199605   ,4.19   ,3.69   ,6.14   ,0.18   ,0.22   ,0.76
199606  ,-2.16  ,-0.95  ,-3.14  ,-1.19  ,-0.26  ,-1.49
199607  ,-3.41  ,-3.30  ,-6.46  ,-4.14  ,-3.74  ,-6.12
199608   ,2.34   ,2.49   ,4.75   ,1.22   ,1.60   ,2.62
199609   ,0.41   ,1.55   ,1.85   ,1.80   ,2.39   ,3.55
199610  ,-0.72   ,0.93   ,1.13  ,-2.09   ,0.03  ,-0.80
199611   ,2.56   ,2.42   ,2.55   ,4.02   ,3.66   ,2.89
199612  ,-1.16  ,-0.02   ,0.30  ,-1.12  ,-0.78  ,-0.72
199701   ,2.39   ,0.36   ,2.72  ,-0.69  ,-0.76   ,0.27
199702   ,0.90   ,1.64   ,1.80  ,-0.02   ,1.08  ,-0.99
199703  ,-3.74  ,-2.13  ,-2.42  ,-2.92  ,-2.17  ,-2.22
199704  ,-3.45  ,-1.58  ,-1.97  ,-1.05   ,0.71   ,1.98
199705   ,8.52   ,6.89   ,7.02   ,8.94   ,7.15   ,7.81
199706   ,0.62   ,3.11   ,1.87   ,2.98   ,3.52   ,4.25
199707  ,-1.79   ,0.54   ,2.95   ,0.00   ,1.88   ,6.62
199708  ,-0.13   ,0.63   ,2.26  ,-2.68  ,-3.53  ,-3.46
199709   ,1.97   ,3.98   ,6.77   ,2.61   ,4.58   ,7.06
199710  ,-2.70  ,-2.36  ,-5.75  ,-4.89  ,-4.45  ,-5.41
199711  ,-8.11  ,-2.82  ,-2.18  ,-2.88  ,-0.75  ,-1.50
199712  ,-6.84  ,-1.87  ,-0.30  ,-2.11   ,0.20   ,1.56
199801   ,7.83   ,0.39  ,-0.32   ,2.89   ,1.79   ,1.60
199802   ,7.81   ,5.91   ,7.64   ,7.89   ,7.09   ,6.99
199803   ,0.99   ,3.51   ,6.20   ,3.35   ,4.88   ,6.22
199804   ,1.19   ,2.30   ,2.52   ,1.38   ,0.39   ,1.04
199805  ,-2.68  ,-1.59  ,-1.38  ,-2.57  ,-1.15  ,-1.18
199806  ,-5.10  ,-3.10  ,-2.36  ,-3.65  ,-0.01   ,1.37
199807  ,-4.02  ,-2.65  ,-1.65  ,-4.51  ,-2.50   ,0.25
199808 ,-14.95 ,-10.99 ,-14.92 ,-15.35 ,-12.92 ,-14.23
199809   ,1.17   ,0.54   ,2.52   ,2.00   ,0.55   ,0.95
199810   ,6.55   ,4.37   ,3.99  ,12.11   ,8.23   ,5.69
199811   ,5.46   ,3.70   ,5.99   ,4.25   ,3.69   ,4.81
199812  ,-0.81   ,2.15   ,3.92   ,0.25   ,3.41   ,8.24
199901   ,3.63   ,0.87   ,5.15  ,-0.93  ,-1.98   ,4.13
199902  ,-2.64  ,-2.04   ,0.50  ,-1.85  ,-3.27  ,-3.39
199903   ,3.14   ,1.06   ,3.24   ,6.86   ,1.97   ,4.22
199904  ,12.23   ,6.28   ,9.54  ,10.63   ,5.88   ,3.53
199905   ,3.11   ,1.27   ,3.18  ,-1.92  ,-1.59  ,-1.87
199906   ,3.91   ,6.21  ,10.85   ,2.76   ,3.31   ,7.79
199907   ,3.24   ,3.52   ,5.30   ,0.27   ,0.71   ,2.51
199908  ,-0.81   ,0.30   ,4.61  ,-2.00  ,-0.37   ,1.99
199909   ,1.13   ,0.83   ,3.35  ,-2.18  ,-0.73   ,2.39
199910  ,-2.39  ,-1.09   ,2.28  ,-0.01   ,0.94   ,6.04
199911   ,1.66   ,2.04  ,10.41  ,-2.10  ,-0.43  ,10.18
199912   ,4.78   ,3.65  ,10.47   ,1.92   ,4.53  ,13.86
200001   ,6.04   ,3.01   ,8.90  ,-6.01  ,-4.55  ,-2.08
200002   ,6.31   ,4.75  ,15.14  ,-4.85  ,-1.63  ,15.99
200003   ,4.84   ,3.97  ,-0.80   ,9.45   ,7.31  ,-5.51
200004  ,-6.77  ,-5.81 ,-17.26  ,-0.65  ,-2.43 ,-10.19
200005  ,-1.22  ,-0.04  ,-6.53   ,4.83   ,0.90  ,-8.27
200006   ,4.91   ,4.71   ,9.76  ,-0.01   ,2.28   ,9.55
200007  ,-2.01  ,-1.27  ,-2.89  ,-1.77  ,-0.06  ,-5.54
200008   ,1.13   ,2.71   ,6.99   ,3.37   ,3.44   ,9.56
200009  ,-4.55  ,-1.77  ,-4.82  ,-2.88  ,-0.89  ,-5.81
200010  ,-7.93  ,-5.38  ,-9.37   ,0.11  ,-1.67  ,-6.69
200011  ,-5.72  ,-2.41  ,-9.15  ,-2.29  ,-1.96 ,-12.62
200012  ,-1.45   ,2.36   ,2.05   ,4.32   ,5.05   ,5.44
200101  ,16.70   ,3.96   ,4.41   ,9.69   ,1.04  ,-3.61
200102  ,-5.75  ,-0.51  ,-2.14 ,-10.67  ,-3.91  ,-3.13
200103 ,-10.65  ,-3.78  ,-4.59 ,-12.19  ,-6.17  ,-5.10
200104   ,7.06   ,6.49   ,7.48  ,14.08   ,6.82   ,6.15
200105   ,2.61   ,2.28   ,3.76  ,-3.12   ,1.38   ,0.67
200106  ,-4.16   ,0.60   ,0.51  ,-4.68  ,-1.81  ,-0.44
200107  ,-5.28  ,-1.48  ,-1.69  ,-6.18  ,-1.03  ,-0.61
200108  ,-3.62   ,1.50   ,1.38  ,-7.61  ,-0.72  ,-0.52
200109 ,-17.91  ,-8.97  ,-9.46 ,-18.85 ,-10.38  ,-7.99
200110   ,9.72   ,2.82   ,4.43  ,10.07   ,1.87   ,1.86
200111  ,10.46   ,2.18   ,2.54  ,11.13   ,5.00   ,1.88
200112   ,0.82  ,-0.82   ,1.21   ,0.52   ,1.70   ,1.84
200201   ,0.98   ,0.22   ,2.02  ,-4.11  ,-1.81  ,-1.25
200202  ,-2.84   ,1.99   ,1.81  ,-3.50   ,1.87   ,1.86
200203   ,6.25   ,4.79   ,5.79   ,8.91   ,5.26   ,4.23
200204  ,-0.90   ,3.26   ,3.79  ,-3.01   ,1.08   ,2.30
200205   ,0.47   ,4.09   ,4.77  ,-1.15   ,1.91   ,1.67
200206  ,-7.36  ,-0.96  ,-0.59 ,-10.37  ,-3.66  ,-2.77
200207 ,-10.21  ,-6.03  ,-7.31 ,-11.35  ,-8.65  ,-7.89
200208  ,-1.73  ,-0.07   ,1.19  ,-1.00   ,0.78   ,0.79
200209 ,-12.47  ,-6.22  ,-4.96 ,-15.77  ,-7.80  ,-5.02
200210   ,2.47  ,-0.10   ,0.94   ,7.15   ,2.79   ,2.34
200211  ,10.31   ,2.39   ,2.75  ,13.86   ,4.36   ,1.85
200212  ,-4.12   ,1.08   ,3.22  ,-8.83  ,-1.84   ,0.69
200301   ,0.97   ,1.22   ,2.64  ,-2.01  ,-2.29  ,-1.18
200302  ,-3.06  ,-0.07   ,0.37  ,-4.41  ,-1.25   ,0.14
200303  ,-2.58  ,-0.72  ,-0.08  ,-1.81   ,0.13   ,0.55
200304  ,12.67   ,6.43   ,5.65  ,13.45   ,8.05   ,6.98
200305  ,16.24   ,8.81   ,8.17  ,11.25   ,7.01   ,6.64
200306   ,8.18   ,6.11   ,4.16   ,3.87   ,1.80   ,1.78
200307   ,7.60   ,3.43   ,4.47   ,5.25   ,2.39   ,1.70
200308   ,9.05   ,5.23   ,7.63   ,5.67   ,4.06   ,4.18
200309   ,8.91   ,7.20   ,7.11   ,1.98   ,2.44   ,1.97
200310   ,5.66   ,6.34   ,9.36   ,4.99   ,6.30   ,9.92
200311   ,2.00   ,2.22   ,2.26   ,2.00   ,2.07   ,2.10
200312   ,4.15   ,4.95   ,5.08   ,6.05   ,4.84   ,3.44
200401   ,7.23   ,5.91   ,9.81   ,2.43   ,2.21   ,3.98
200402   ,3.03   ,2.50   ,3.26   ,2.57   ,2.85   ,1.73
200403   ,1.27   ,4.01   ,2.56   ,1.26   ,1.59   ,2.08
200404  ,-3.00  ,-1.99  ,-4.11  ,-1.27  ,-2.92  ,-4.44
200405  ,-1.93  ,-0.93  ,-2.19   ,0.80   ,0.82   ,0.92
200406   ,0.73   ,3.51   ,3.59   ,2.50   ,3.13   ,4.41
200407  ,-3.14  ,-2.56  ,-3.71  ,-4.33  ,-3.50  ,-5.43
200408  ,-1.21   ,0.36   ,0.41   ,0.28   ,0.55   ,0.53
200409   ,2.97   ,3.25   ,3.83   ,1.78   ,2.96   ,4.70
200410   ,3.40   ,3.75   ,4.29   ,3.65   ,3.02   ,2.22
200411   ,8.22   ,7.15   ,8.73   ,6.06   ,6.48   ,7.77
200412   ,3.35   ,4.13   ,4.71   ,4.40   ,4.46   ,3.76
200501   ,0.38   ,1.92   ,3.16  ,-2.20  ,-0.94   ,0.02
200502   ,3.31   ,4.37   ,6.03   ,2.44   ,3.21   ,4.47
200503  ,-3.04  ,-0.88  ,-0.64  ,-1.69  ,-1.29  ,-1.86
200504  ,-4.32  ,-2.29  ,-2.42  ,-3.95  ,-2.43  ,-3.14
200505  ,-1.55  ,-0.75  ,-0.70   ,1.84   ,1.72   ,2.51
200506   ,1.27   ,2.60   ,3.85   ,1.12   ,1.93   ,3.76
200507   ,4.53   ,3.89   ,5.41   ,3.96   ,3.71   ,5.06
200508   ,1.91   ,2.87   ,4.51   ,1.15   ,1.32   ,3.40
200509   ,1.69   ,2.18   ,3.43   ,0.83   ,2.81   ,4.67
200510  ,-3.41  ,-1.62  ,-2.26  ,-2.47  ,-2.47  ,-4.03
200511   ,0.78   ,2.51   ,2.83   ,3.49   ,3.86   ,3.88
200512   ,3.13   ,4.82   ,6.12   ,3.46   ,3.70   ,4.69
200601   ,8.02   ,6.83   ,9.68   ,4.65   ,5.03   ,8.56
200602   ,0.38   ,0.30   ,0.95   ,0.49   ,0.39  ,-1.52
200603   ,3.38   ,4.15   ,6.09   ,2.69   ,3.26   ,5.18
200604   ,4.84   ,4.45   ,6.54   ,3.12   ,2.99   ,4.32
200605  ,-4.34  ,-4.45  ,-5.69  ,-2.74  ,-4.19  ,-6.20
200606  ,-2.86  ,-1.36  ,-3.06  ,-0.48  ,-0.23  ,-0.72
200607  ,-2.04  ,-0.66  ,-0.25  ,-0.91  ,-0.45  ,-2.37
200608   ,2.54   ,2.52   ,3.08   ,3.97   ,3.12   ,1.61
200609  ,-0.75  ,-0.23  ,-0.02   ,1.54   ,1.11   ,0.30
200610   ,3.32   ,3.52   ,5.43   ,4.06   ,3.39   ,4.70
200611   ,3.21   ,3.38   ,4.98   ,3.47   ,3.17   ,3.68
200612   ,1.51   ,2.35   ,3.64   ,1.11   ,2.39   ,2.89
200701   ,3.81   ,3.29   ,4.76   ,2.20   ,1.65   ,2.51
200702   ,2.05   ,2.20   ,2.19   ,0.87   ,0.80   ,0.95
200703   ,1.63   ,2.62   ,5.00   ,1.94   ,2.58   ,3.81
200704   ,3.24   ,3.80   ,7.86   ,3.53   ,3.93   ,4.13
200705   ,1.89   ,2.95   ,5.08   ,2.77   ,2.65   ,3.13
200706   ,1.84   ,2.20   ,4.19  ,-0.61  ,-0.82  ,-0.64
200707  ,-0.59   ,0.27   ,3.02  ,-2.96  ,-1.95  ,-0.82
200708  ,-5.61  ,-5.16  ,-7.72  ,-1.56  ,-1.12  ,-1.93
200709   ,1.48   ,2.91   ,6.48   ,2.13   ,3.89   ,6.26
200710   ,2.04   ,3.43   ,6.43   ,2.25   ,3.39   ,5.16
200711  ,-7.61  ,-5.68  ,-7.85  ,-5.79  ,-4.44  ,-6.31
200712  ,-3.59  ,-1.74  ,-1.56  ,-3.15  ,-1.46  ,-0.93
200801  ,-6.50  ,-6.50 ,-10.21  ,-5.18  ,-6.83  ,-9.29
200802   ,2.02   ,2.69   ,4.63  ,-1.81   ,1.64   ,3.36
200803  ,-5.21  ,-1.72  ,-3.28  ,-2.00  ,-0.33  ,-1.37
200804   ,2.21   ,1.46   ,2.87   ,5.58   ,4.28   ,5.01
200805   ,3.94   ,2.59   ,3.84   ,1.58   ,2.67   ,4.29
200806  ,-9.20  ,-5.06  ,-3.18 ,-13.72  ,-8.26  ,-2.86
200807  ,-4.86  ,-2.86  ,-4.63  ,-1.85  ,-1.85  ,-5.88
200808  ,-5.94  ,-4.20  ,-5.87   ,0.42  ,-1.51  ,-3.57
200809 ,-16.04 ,-11.11 ,-12.78 ,-14.02 ,-12.16 ,-15.20
200810 ,-27.93 ,-19.91 ,-20.51 ,-24.82 ,-21.44 ,-19.58
200811 ,-10.23  ,-6.28  ,-4.51  ,-9.18  ,-4.78  ,-4.77
200812   ,5.59   ,5.24   ,5.97   ,7.24   ,6.01   ,3.51
200901  ,-1.10  ,-5.23  ,-5.53  ,-8.47  ,-8.45  ,-6.78
200902  ,-8.04  ,-7.83  ,-6.92 ,-10.31  ,-9.73  ,-8.79
200903  ,11.72   ,4.76   ,4.11  ,13.74   ,7.33   ,3.82
200904  ,27.64  ,11.45   ,5.67  ,26.49  ,12.62   ,4.12
200905  ,24.63  ,14.08  ,10.96  ,15.04   ,9.66   ,6.16
200906   ,2.51   ,2.73   ,2.63  ,-1.29   ,0.23   ,1.39
200907   ,8.93   ,5.93   ,6.25  ,11.07   ,8.27   ,6.64
200908  ,10.85   ,4.89   ,3.57   ,8.47   ,4.22   ,2.25
200909   ,8.80   ,5.41   ,5.11   ,6.87   ,4.70   ,4.53
200910  ,-0.39  ,-0.41  ,-0.63  ,-3.77  ,-2.45  ,-2.71
200911   ,0.27   ,0.68   ,1.80   ,2.63   ,3.04   ,3.93
200912   ,0.14   ,0.72   ,1.84   ,1.57   ,2.69   ,4.11
201001   ,0.71   ,0.77   ,0.24  ,-1.78  ,-2.67  ,-4.12
201002  ,-0.83   ,0.38   ,1.15   ,0.73   ,1.84   ,2.68
201003   ,3.76   ,6.21   ,7.88   ,4.96   ,6.69   ,9.26
201004   ,3.83   ,4.45   ,6.20   ,0.84   ,1.41   ,2.59
201005 ,-10.83  ,-9.87 ,-11.37  ,-9.70  ,-8.97 ,-10.03
201006  ,-3.02  ,-1.24  ,-3.22  ,-3.01  ,-2.48  ,-4.82
201007   ,7.66   ,6.80   ,7.84   ,8.42   ,7.77   ,9.16
201008  ,-3.88  ,-2.86  ,-2.74  ,-5.02  ,-3.78  ,-3.03
201009  ,10.87   ,9.64  ,12.33  ,10.23  ,10.58  ,12.02
201010   ,3.96   ,3.88   ,4.65   ,3.63   ,3.80   ,4.28
201011  ,-2.18  ,-0.71   ,1.62  ,-3.71  ,-1.19   ,0.82
201012   ,9.41   ,9.12  ,10.58   ,9.35   ,7.78   ,8.33
201101   ,3.57   ,3.37   ,3.56   ,3.67   ,1.42   ,0.51
201102   ,2.58   ,3.53   ,4.64   ,3.58   ,3.43   ,4.14
201103  ,-0.65   ,0.35  ,-0.74  ,-0.68   ,0.34   ,1.05
201104   ,3.63   ,3.53   ,4.84   ,3.22   ,4.44   ,5.28
201105  ,-4.16  ,-2.24  ,-3.03  ,-2.30  ,-1.77  ,-1.93
201106  ,-4.02  ,-0.84  ,-2.68  ,-2.69  ,-1.43  ,-1.07
201107   ,0.29   ,1.81   ,2.16  ,-3.44  ,-1.99  ,-1.58
201108  ,-8.49  ,-5.75  ,-7.49  ,-7.70  ,-6.88  ,-9.00
201109 ,-11.07  ,-8.68 ,-12.33  ,-9.39  ,-8.99 ,-12.84
201110   ,7.38   ,5.94   ,6.90  ,10.63   ,9.93  ,10.34
201111  ,-6.98  ,-3.32  ,-3.36  ,-4.70  ,-2.51  ,-1.65
201112  ,-1.88  ,-0.36  ,-0.19  ,-1.75  ,-0.78  ,-0.65
201201  ,11.40   ,6.69   ,6.77  ,11.80   ,5.63   ,3.62
201202   ,7.87   ,3.95   ,3.49   ,7.26   ,4.88   ,3.87
201203  ,-1.32   ,1.63   ,1.95  ,-0.63   ,0.95   ,2.00
201204  ,-3.04  ,-0.27   ,1.64  ,-3.65  ,-0.68   ,1.27
201205 ,-12.88  ,-7.81  ,-8.64 ,-13.81  ,-9.18  ,-6.78
201206   ,1.16   ,2.90   ,3.41   ,4.92   ,4.19   ,3.90
201207  ,-0.98  ,-0.59   ,0.63  ,-1.75   ,1.11   ,1.33
201208   ,3.39   ,2.08   ,2.03   ,4.16   ,2.83   ,2.96
201209   ,4.58   ,2.88   ,3.80   ,3.70   ,2.83   ,2.89
201210  ,-0.24  ,-0.87   ,0.69   ,0.18   ,0.17   ,0.06
201211  ,-1.52   ,0.05   ,0.74   ,0.93   ,1.87   ,1.37
201212   ,3.87   ,3.17   ,3.12   ,4.65   ,2.48   ,2.02
201301   ,7.70   ,5.91   ,7.66   ,5.52   ,5.50   ,6.08
201302  ,-2.39   ,0.49   ,1.62  ,-1.70   ,1.15   ,1.40
201303  ,-0.98   ,2.69   ,4.17   ,1.11   ,2.79   ,3.95
201304  ,-1.55   ,2.35   ,3.83   ,2.13   ,2.97   ,3.59
201305  ,-1.40  ,-0.88  ,-0.98   ,1.79   ,0.19  ,-0.09
201306  ,-4.84  ,-2.20  ,-3.55  ,-3.23  ,-1.69  ,-2.60
201307   ,6.42   ,5.61   ,7.34   ,5.12   ,5.86   ,6.96
201308   ,2.46   ,0.15   ,0.45  ,-0.74  ,-2.00  ,-2.28
201309   ,6.99   ,7.86   ,9.39   ,5.16   ,5.93   ,7.99
201310   ,2.43   ,3.45   ,3.49   ,2.92   ,3.68   ,3.61
201311  ,-0.56   ,1.64   ,3.32  ,-0.05   ,1.83   ,2.13
201312   ,0.90   ,1.71   ,2.40   ,1.72   ,2.27   ,2.75
201401   ,2.55   ,1.42   ,1.89  ,-2.68  ,-3.36  ,-1.84
201402   ,3.50   ,3.08   ,4.31   ,5.15   ,5.21   ,6.38
201403   ,0.04   ,1.13   ,0.28   ,0.91   ,0.29  ,-1.70
201404  ,-1.03  ,-0.30  ,-2.37   ,1.84  ,-0.22  ,-2.62
201405  ,-0.35   ,0.56   ,0.88   ,1.29   ,1.91   ,1.69
201406   ,3.29   ,3.58   ,3.55   ,2.67   ,2.57   ,2.91
201407   ,0.08  ,-0.42  ,-0.03  ,-2.66  ,-2.84  ,-2.92
201408   ,0.43   ,0.81   ,1.73   ,1.68   ,1.78   ,2.19
201409  ,-6.11  ,-4.16  ,-3.98  ,-4.60  ,-3.87  ,-3.94
201410  ,-3.97  ,-1.68  ,-2.58  ,-0.20   ,1.53  ,-0.57
201411  ,-2.31  ,-0.72  ,-0.51   ,0.93   ,1.49   ,1.60
201412  ,-3.50  ,-0.27  ,-1.43  ,-1.88  ,-0.68  ,-0.62
201501  ,-3.54  ,-0.97  ,-1.07  ,-3.72  ,-0.97   ,0.88
201502   ,4.77   ,3.75   ,4.23   ,8.22   ,6.04   ,5.19
201503  ,-2.28   ,0.35   ,0.93  ,-1.82  ,-0.32   ,0.21
201504   ,7.31   ,5.56   ,7.76   ,5.29   ,2.01   ,0.44
201505   ,0.10   ,1.18   ,3.99  ,-1.91   ,1.13   ,2.38
201506  ,-0.91   ,0.72   ,0.33  ,-3.52  ,-1.75  ,-0.85
201507  ,-3.02  ,-0.54  ,-2.86  ,-3.36   ,1.57   ,1.95
201508  ,-4.55  ,-3.55  ,-6.23  ,-5.41  ,-5.46  ,-5.79
201509  ,-4.35  ,-1.89  ,-1.03  ,-7.39  ,-3.03  ,-3.34
201510   ,5.65   ,4.36   ,4.50   ,8.38   ,6.50   ,5.53
201511  ,-2.69   ,0.18   ,1.57  ,-1.36   ,0.14   ,0.63
201512  ,-2.20   ,0.78   ,1.23  ,-4.28  ,-1.44  ,-0.69
201601  ,-7.66  ,-6.49  ,-7.08  ,-7.50  ,-6.85  ,-7.02
201602   ,2.26   ,0.77   ,0.06   ,1.91  ,-0.05  ,-0.78
201603  ,11.01   ,7.32   ,8.06   ,9.33   ,7.09   ,6.56
201604   ,6.67   ,4.82   ,4.57   ,5.01   ,1.90   ,0.62
201605  ,-1.95  ,-1.05   ,0.11  ,-1.68   ,0.28   ,2.02
201606  ,-3.49  ,-0.98   ,0.52  ,-5.94  ,-2.72   ,0.90
201607   ,5.58   ,4.56   ,6.30   ,6.76   ,5.06   ,3.86
201608   ,1.92   ,1.23   ,0.62   ,2.52   ,0.27  ,-1.92
201609   ,3.27   ,3.47   ,4.80   ,0.55   ,1.13   ,2.03
201610  ,-1.45  ,-0.97  ,-2.05  ,-2.07  ,-1.79  ,-3.11
201611   ,0.84   ,0.33  ,-1.33   ,3.44   ,1.39  ,-0.04
201612   ,1.52   ,2.38   ,1.14   ,2.60   ,1.95   ,1.15
201701   ,5.72   ,5.16   ,8.08   ,3.03   ,3.04   ,3.82
201702   ,1.57   ,1.84   ,2.21   ,2.57   ,1.74   ,0.75
201703   ,1.65   ,2.15   ,1.27   ,1.60   ,1.92   ,1.46
201704   ,0.06   ,1.86   ,0.66   ,2.08   ,2.71   ,2.22
201705   ,0.29   ,2.71   ,2.29   ,2.00   ,2.46   ,1.61
201706   ,1.57   ,3.22   ,2.27   ,0.81   ,1.18   ,0.71
201707   ,3.08   ,3.85   ,4.36   ,1.88   ,2.32   ,3.56
